161.7763002,66.36317697,4,0.03933,5.02,83.05
9.142870779,46.30499415,3.5,0.038449,-5.83,96.61
127.7025868,51.32333692,3.5,0.038731,-8.12,77.54
12.02338198,50.55826831,3.5,0.03754,0.17,66.54
166.2149209,16.46750558,1.5,0.070018,2.54,65.83
-78.76429934,61.87292946,4.5,0.044755,5.43,63.75
122.1208834,66.39046289,5.5,0.025119,4.52,64.42
-5.820321221,54.68941676,4,0.035452,-2.92,78.54
-146.9297219,59.07395408,4.5,0.03758,-4.68,93.53
-21.95135472,71.00918396,3,0.052495,-3,61.44
-3.923863023,49.48960089,3.5,0.041539,2.54,82.22
-46.09792644,40.00311238,2.5,0.047497,0.69,76.65
51.99274626,61.93382721,4.5,0.031559,-8.17,83.39
-54.76718083,53.93294376,4,0.034493,-2.43,86.77
-12.23854487,41.0414399,2.5,0.051195,3.41,97.24
-152.8431403,56.80989044,4,0.035071,1.74,63.53
124.8153823,59.07691933,4.5,0.02406,3.02,83.45
-124.6273723,55.38245097,3.5,0.041185,-0.67,99.66
-23.826045,45.52699082,3.5,0.043228,2.1,91.64
7.015827256,59.08464783,4,0.038712,2.51,95.8
-169.4997832,63.57917113,4.5,0.031926,-9.2,78.95
-179.5264049,63.29094878,4.5,0.034389,5.79,89.89
127.1594648,55.17750109,3.5,0.039857,8.99,69.02
-147.931217,74.78912911,4.5,0.034988,-7.94,60.48
130.7759346,56.73166454,4.5,0.029295,-3.3,91.01
-178.0650823,53.54605976,3.5,0.037863,-8.19,91.24
20.01473753,63.43067531,4,0.031418,-5.37,97.34
29.30776273,48.48393135,3.5,0.039828,-6.5,65.43
112.8843532,62.17570459,4.5,0.033833,6.93,61.69
31.86786975,86.60837074,4,0.028634,-5.72,79.18
-43.98114711,78.76385538,4.5,0.028457,3.77,88.95
-52.80233927,67.23182213,5.5,0.025497,3.6,80.96
-161.5306204,51.84951237,4,0.028489,-6.58,66.16
-27.69666106,41.61618488,3.5,0.048415,0.53,73.19
-92.18168989,63.28489771,5.5,0.024834,-1.66,73.5
123.4697917,55.20186207,4.5,0.025679,4.6,94.3
159.6623659,61.27003814,4,0.035373,-2.87,84.81
-150.4685831,41.73075271,3,0.038432,0.75,61.79
-172.0233047,41.73878127,2.5,0.049277,1.26,72.23
-60.01797913,78.44551069,4.5,0.028708,8.13,81.37
96.3044685,83.74628279,3,0.040218,-2.86,74.28
162.4306767,58.77216448,3.5,0.040093,-0.01,70.05
-177.8760805,61.59980197,4,0.041002,8.87,99.29
-160.6903934,56.78875001,4,0.035385,-5.15,88.03
-164.8327341,61.32755226,5.5,0.021763,-7.63,66.7
168.1652123,50.2312119,3.5,0.035482,-3.01,97.38
175.2341608,49.48851867,3.5,0.038483,-5.52,69.36
-73.2820438,74.33517908,4.5,0.029829,-7.7,81.82
28.73938965,82.20157525,3.5,0.03923,-7.98,97.62
119.0735868,18.729497,2,0.043304,7.51,98.83
42.28147837,53.04655546,3.5,0.04571,-2.29,72.15
162.7158388,65.5399093,4.5,0.034785,-6.72,68.4
-161.8072489,54.70652136,3.5,0.043157,-2.35,77.47
21.96739265,61.58933942,4,0.03181,-9.84,90.99
-77.63484662,41.62824051,3.5,0.037912,9.77,71.88
40.41764026,47.62558943,3.5,0.035643,-6.85,86.35
-47.04935956,60.27706826,5.5,0.023094,3.74,88.68
-43.97727176,52.94079089,3.5,0.041786,9.08,72.04
174.7135806,58.13051951,4,0.042072,1.56,84.38
-88.76191073,82.15463743,4.5,0.028133,-0.59,97.07
128.2055578,56.79041521,3.5,0.045136,1.97,75.84
-99.85345381,44.63743601,3.5,0.0371,-4.1,94.92
80.20137009,77.65709053,4,0.032257,-1.15,71.82
-174.3885111,78.31293362,3.5,0.03531,8,72.22
-43.76710351,50.06424167,3.5,0.040891,3.41,69.92
152.3456752,39.68718582,3.5,0.028059,-1.94,86.48
117.7276937,60.6043803,4.5,0.026637,6.54,81.65
-55.15290957,74.4131048,4.5,0.03108,-2.68,83.53
65.16180526,61.61642708,4.5,0.032728,-6.04,63.88
-109.3550044,53.51393477,4,0.033057,2.83,73.07
-69.30478411,73.20095269,4,0.033875,-9.98,85.8
169.7698727,55.67420124,4,0.033545,0.41,99.56
-22.22629764,41.62755597,3.5,0.048032,2.76,69.09
23.64622041,54.70340659,5.5,0.029653,-7.47,88.49
163.1450709,35.49381381,3,0.029023,5.73,61.29
-167.1089121,40.49882267,3.5,0.039966,2.72,67.28
-6.281306996,78.66203024,3.5,0.03542,8.8,78.54
-2.783139308,47.30271622,3.5,0.042476,-8.89,72.76
-125.9188711,57.10402411,4,0.040893,-4.02,92.08
30.52992128,45.70051033,3.5,0.03949,-8.28,64.28
64.30877584,74.00595162,4.5,0.025363,-1.47,67.73
-17.47190265,61.03773038,5,0.028103,6.22,89.53
-161.0710687,62.81629579,3.5,0.051783,-2.6,84.78
-158.5286112,45.71112279,3,0.043289,0.53,60.37
-166.8637035,47.63201578,3.5,0.037875,-9.05,82.76
156.892786,59.41696649,3.5,0.047393,8.3,63.18
-176.3431201,39.69355781,2.5,0.044022,1.13,74.66
158.0504892,38.24856474,2.5,0.048259,2.24,96.75
128.1126505,56.73484508,4.5,0.026739,-2.49,72.36
112.8145356,81.97317951,3,0.044018,-3.62,82.53
-50.14323003,55.19721429,3.5,0.051185,-3.32,74.91
41.45413151,80.35229549,4.5,0.02593,0.5,65.78
-37.96947958,44.50643025,2.5,0.052146,-0.33,77.41
-41.27816464,43.91374416,4,0.028191,6.98,96.14
9.171284285,47.3150349,3,0.051601,-1.73,90.54
-49.52545376,40.00173985,3.5,0.044562,-9.07,67.79
153.8023291,67.89021996,5.5,0.020913,7.93,69.89
149.0621863,40.31296765,3.5,0.032804,5.02,97.27
-1.855644365,38.96648197,3.5,0.047374,3.21,80.34
-141.020344,51.84840069,4,0.032011,4.13,88.58
78.87000718,47.93790516,3.5,0.037823,-8.18,79.95
58.48352894,66.08791925,4.5,0.031817,-7.31,78.97
-137.2267599,62.67516369,4.5,0.029801,-7.99,61.19
-116.1780164,43.41747567,3.5,0.031487,2.82,90.85
-149.5703554,57.72858263,3.5,0.055644,0.93,94.68
138.0491683,51.84826378,3.5,0.04977,-3.49,77.77
-105.8185972,72.38587506,5.5,0.028075,-1.46,66.88
12.3254217,59.59661983,4,0.036475,-0.94,64.35
75.35617591,47.69793759,4,0.035736,-4.24,87.91
-21.88063429,58.87166122,3.5,0.046378,-7.56,69.38
31.28921868,59.44578245,3.5,0.039228,-3.67,64.43
-56.08599688,46.01866998,3.5,0.050792,-9.55,79.96
-44.15965266,78.446729,4.5,0.026127,0.51,67.47
-168.9142711,44.73903446,2.5,0.057431,0.43,77.18
0.770878017,62.17673167,4.5,0.031214,-4.93,64.94
7.066843653,58.71570483,3.5,0.040684,8.73,84.82
-116.2074318,61.30764735,3.5,0.043785,7.52,63.67
-106.7246061,62.85876715,4.5,0.022658,7.58,88.15
-34.8037545,53.57122877,4,0.03261,4.71,98.06
-163.6517001,76.39309159,4.5,0.02535,9.25,89.95
177.7836656,62.81571964,3.5,0.052347,4.4,87.24
142.4143353,42.35187387,3,0.043472,-9.22,87.54
135.4349928,36.5825656,2.5,0.048401,8.04,78.61
-19.47692512,51.80277115,3,0.058014,-8.94,89.62
-9.91012724,69.99233076,4.5,0.031752,-9.05,82.17
-152.4828402,41.73450472,3,0.039629,9.59,66.41
-36.71408611,70.2847051,3.5,0.047223,3.96,80.69
168.9123737,63.32761597,3.5,0.04354,-3.17,87.9
-36.79414371,72.21361265,4.5,0.031665,9.99,96.39
144.194047,41.63793756,3,0.067287,3.69,71.25
-120.4047525,33.65946109,3.5,0.042759,2.43,92.48
92.90923692,70.8710499,3.5,0.038733,9.85,95.71
-3.802561315,67.17738311,5.5,0.018565,1.44,83.17
1.083532032,41.90377241,3.5,0.030494,-3.93,79.72
124.450839,37.750928,3.5,0.03184,3.51,90.52
173.1522216,56.5313432,4,0.038666,1.69,95.47
165.8219819,66.942935,3.5,0.045713,-5.87,71.3
-57.12741601,49.82851401,3.5,0.039321,-2.52,79.35
-20.56376541,62.53955637,4.5,0.032187,-1.75,79.24
83.64350825,80.97596408,3.5,0.031682,4.99,83.89
-108.4800885,38.26543418,3,0.032822,4.9,72.04
168.6023464,49.52668371,3.5,0.033127,5.31,66.07
7.009081002,50.8060654,3.5,0.037868,6.54,86.91
166.5993947,76.10312615,4.5,0.029859,3.05,77.44
63.15875174,60.64651221,5.5,0.023775,-5.21,75.03
-171.8903953,75.82482445,4,0.034865,-7.55,64.23
-136.0827319,41.15378187,4,0.029954,-8.7,91.86
14.32404942,53.06129826,3.5,0.046375,8.78,97.32
-55.97543152,58.26864836,4,0.047189,-5.28,72.45
-101.2594596,73.80321103,4.5,0.029791,-1.57,80.11
-136.9622282,83.19451908,4,0.031238,-9.84,82.65
30.54703996,69.00547054,5.5,0.022991,-4.6,76.35
